Key:AttackName NVARCHAR(100),WasEditedForGame INT,Category NVARCHAR(100),ElementType NVARCHAR(100),Frequency NVARCHAR(100),Range NVARCHAR(100),AttackCategory NVARCHAR(100),NumOfTargets NVARCHAR(100),NumOfTurns NVARCHAR(100),AC NVARCHAR(100),Damage NVARCHAR(100),AttackEffects NVARCHAR(MAX),ExtraAffectType NVARCHAR(100),ExtraAffectResult NVARCHAR(100),LengthOfExtraAffect NVARCHAR(100),AccuracyCheckBonus NVARCHAR(100),AccuracyBonusType NVARCHAR(100),AccuracyBonusResult NVARCHAR(100),LengthOfBonusAffect NVARCHAR(100),FullRangeDescription NVARCHAR(MAX),ContestStats NVARCHAR(MAX),ContributedBy NVARCHAR(100)
Pluck,0,Physical,Flying,EOT,Melee,, 1 Target,,2,2d10+8,"If the target is holding a Berry, Pluck deals an additional 2d10 during Damage Dice Roll and Pluck destroys the Berry then Pluck's user uses the Berry's effect.",,,,,,,,"Melee, 1 Target",Cute - None - Attention Grabber,
Sky Drop,0,Physical,Flying,Center,Melee,, 1 Target,,3,2d10+8,"Sky Drop can't target a Pokemon who is more then 2 Weight Classes higher then the user. Once you declare the use of Sky Drop, the user and target are moved 25-meters into the air, the Target is Trapped and then the user's turn ends. On your next turn, shift while in the air, lower both the user and the target's heights back to the ground, then use Sky Drop's damage and the target is no longer Trapped. This move does not damage Flying type pokemon. For Pokemon users, the second turn is their Trainer's Command Action, unless the Trainer is unconscious, in which case the Pokemon acts on its own, finishing Sky Drop.",,,,,,,,"Melee, 1 Target",Smart - 1d4 - Special Attention,
Astonish,0,Physical,Ghost,EOT,Melee,, 1 Target,,2,1d10+4,Astonish Flinches the target on 18-20 during Accuracy Check.,,,,18,,Flinches,,"Melee, 1 Target",Smart - 3d4 - No Effect,
Hex,0,Special,Ghost,OncePerBattle,Ranged (8),, 1 Target,,2,2d8+6,"If the target has a status affliction, Hex deals 4d12+16 instead for Damage Dice Roll.",,,,,,,,"Ranged (8), 1 Target",Smart - 2d4 - Incentives,
Lick,0,Physical,Ghost,At-Will,Melee,, 1 Target,,2,1d6+3,Lick Paralyzes the target on 15-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Tough - None - Inversed Appeal,
Night Shade,0,Special,Ghost,Center,Ranged (8),, 1 Target,,2,-,The target loses HP equal to the level of Night Shade's user. Do not apply weakness or resistance. Do not apply stats.,,,,,,,,"Ranged (8), 1 Target",Smart - 3d4 - No Effect,
Nightmare,0,Effect,Ghost,EOT,Melee,, 1 Target,,2,-,"Nightmare can only hit Legal Targets that are Asleep. Nightmare gives a special affliction, Bad Sleep. Bad Sleep makes a target lose 1/4 of its full HP per turn while it is Badly Sleeping. When the target wakes up, they are cured of Bad Sleep.",,,,,,,,"Melee, 1 Target",Smart - 2d4 - Excitement,
Shadow Ball,0,Special,Ghost,EOT,Ranged (10),, 1 Target,,2,3d10+12,Shadow Ball lowers the foe's Special Defense 1 Combat Stage on 17-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Round Starter,
Shadow Force,0,Physical,Ghost,Center,Melee,, 1 Target,,2,5d12+18,"Once you declare the use of Shadow Force, the user is removed from the field and the user's turn ends. On the next turn, Shadow Force's user appears adjacent to any target, ignoring Speed Capabilities, and then uses Shadow Force's damage. For Pokemon users, the second turn is their Trainer's Command Action, unless the Trainer is unconscious, in which case the Pokemon acts on its own, finishing Shadow Force.",,,,,,,,"Melee, 1 Target",Smart - 2d4 - Seen Nothing Yet,
Shadow Punch,0,Physical,Ghost,EOT,Ranged (6),, 1 Target,,0,2d10+8,Shadow Punch cannot miss.,,,,,,,,"Ranged (6), 1 Target",Smart - 2d4 - Round Starter,
Spite,0,Effect,Ghost,OncePerBattle,Ranged (15),, 1 Target,,2,-,Spite lowers the target's last move's Frequency for the remainder of the encounter. EOT Frequency Moves are changed into Battle Frequency. At-Will Frequency Moves are changed into EOT Frequency. Spite may not target the same target's Move more then once per encounter.,,,,,,,,"Ranged (15), 1 Target",Tough - 2d4 - Excitement,
Absorb,0,Special,Grass,At-Will,Melee,, 1 Target,,2,1d6+3,"After the target takes damage, the user gains HP equal to half of the damage they dealt to the target.",,,,,,,,"Melee, 1 Target",Smart - 1d4 - Good Show!,
Aromatherapy,0,Effect,Grass,OncePerBattle,Ranged (10),, 1 Target,,2,-,The target has 1 status effect of their choice removed. Aromatherapy cannot miss.,,,,,,,,"Ranged (10), 1 Target",Smart - None - Reflective Appeal,
Energy Ball,0,Special,Grass,EOT,Ranged (8),, 1 Target,,2,3d10+12,Energy Ball lowers the foe's Special Defense 1 Combat Stage on 17-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target",Beauty - 2d4 - Round Starter,
Giga Drain,0,Special,Grass,OncePerBattle,Ranged (4),, 1 Target,,2,3d10+12,"After the target takes damage, the user gains HP equal to half of the damage they dealt to the target.",,,,,,,,"Ranged (4), 1 Target",Smart - 1d4 - Good Show!,
Horn Leech,0,Physical,Grass,OncePerBattle,Melee,, 1 Target,,2,3d10+12,"After the target takes damage, the user gains HP equal to half of the damage they dealt to the target.",,,,,,,,"Melee, 1 Target",Smart - 1d4 - Good Show!,
Leech Seed,0,Effect,Grass,Center,Ranged (6),, 1 Target,,4,-,"At the beginning of each of the target's turns, Leech Seed's target loses 1/8th of their full HP. Do not apply weakness or resistance to the HP lost. Do not apply stats to the HP lost. Leech Seed's user then gains HP equal to the amount the target lost. Leech Seed lasts until the target faints or is returned to a Poke Ball. Leech Seed cannot hit a Grass type Pokemon.",,,,,,,,"Ranged (6), 1 Target",Smart - None - Torrential Appeal,
Magical Leaf,0,Special,Grass,EOT,Ranged (10),, 1 Target,,0,2d10+8,Magical Leaf cannot miss.,,,,,,,,"Ranged (10), 1 Target",Beauty - 2d4 - Round Starter,
Mega Drain,0,Special,Grass,EOT,Melee,, 1 Target,,2,1d12+6,"After the target takes damage, the user gains HP equal to half of the damage they dealt to the target.",,,,,,,,"Melee, 1 Target",Smart - 1d4 - Good Show!,
Needle Arm,0,Physical,Grass,EOT,Melee,, 1 Target,,2,2d10+8,Needle Arm Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Melee, 1 Target",Smart - 3d4 - No Effect,
Power Whip,0,Physical,Grass,OncePerBattle,Ranged (10),, 1 Target,,5,5d12+18,*Grants: Threaded,,,,,,,,"Ranged (10), 1 Target",Beauty - 3d4 - No Effect,
Razor Leaf,0,Physical,Grass,At-Will,Ranged (10),, 1 Target,,4,2d10+8,Razor Leaf is a Critical Hit on 18-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target",Cool - 3d4 - No Effect,
Spore,0,Effect,Grass,Center,Ranged (6),, 1 Target,,0,-,The target falls Asleep.,,,,,,,,"Ranged (6), 1 Target",Beauty - 2d4 - Get Ready!,
Vine Whip,0,Physical,Grass,At-Will,Ranged (10),, 1 Target,,2,1d12+6,*Grants: Threaded,,,,,,,,"Ranged (10), 1 Target",Cool - 3d4 - No Effect,
Worry Seed,0,Effect,Grass,OncePerBattle,Ranged (8),, 1 Target,,2,-,"The target's Ability is replaced with Insomnia. If the target has multiple Abilities, Worry Seed only replaces one.",,,,,,,,"Ranged (8), 1 Target",Beauty - 2d4 - Excitement,
Bone Club,0,Physical,Ground,EOT,Melee,, 1 Target,,5,3d8+10,Bone Club Flinches the target on 18-20 during Accuracy Check.,,,,18,,Flinches,,"Melee, 1 Target",Tough - 3d4 - No Effect,
Drill Run,0,Physical,Ground,EOT,Melee,, 1 Target,,3,3d10+12,Drill Run is a Critical Hit on 18-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Cool - 3d4 - No Effect,
Frost Breath,0,Special,Ice,OncePerBattle,Ranged (2),, 1 Target,,4,20,Frost Breath is a Critical Hit.,,,,,,,,"Ranged (2), 1 Target",Beauty - 3d4 - No Effect,
Glaciate,0,Special,Ice,OncePerBattle,Ranged (5),, 1 Target,,3,3d8+10,"Glaciate creates a 5-meter Burst. All Legal Targets have their Speed lowered 1 Combat Stage. On a roll of 11-20 during Accuracy Check, all Legal Targets on the ground are Trapped and cannot shift for 2 rounds.",,,,,,,,"Ranged (5), 1 Target",Beauty - 3d4 - No Effect,
Ice Fang,0,Physical,Ice,EOT,Melee,, 1 Target,,3,3d8+10,"Ice Fang Freezes or Flinches on 18-19 during Accuracy Check; flip a coin to determine whether the foe gets Frozen or Flinches. On 20 during Accuracy Check, the foe is Frozen and Flinches.",,,,18,,Flinches,,"Melee, 1 Target",Cool - 3d4 - No Effect,
Ice Punch,0,Physical,Ice,EOT,Melee,, 1 Target,,2,3d10+12,Ice Punch Freezes the target on 19-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Beauty - 2d4 - Round Starter,
Icicle Crash,0,Physical,Ice,OncePerBattle,Ranged (6),, 1 Target,,4,3d12+14,Icicle Crash Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Ranged (6), 1 Target",Tough - 3d4 - No Effect,
After You,0,Effect,Normal,Center,Self ,, 1 Target,,0,-,"The target goes first during the next round of combat, ignoring Speed stats. They may not be Interrupted by any Moves that round.",,,,,,,,"Self , 1 Target",Smart - 2d4 - Slow Set,
Attract,0,Effect,Normal,EOT,Ranged (10),, 1 Target,,2,-,Attract Infatuates the target. Attract may not affect something that is the same gender as the user or something that is genderless.,,,,,,,,"Ranged (10), 1 Target",Cute - 2d4 - Excitement,
Belly Drum,0,Effect,Normal,OncePerBattle,Self,, 1 Target,,0,-,Belly Drum's user loses HP equal to half of its full HP. Do not appliy the user's stats to the HP lost. Belly Drum sets the user's Attack to +6 Combat Stages.,,,,,,,,"Self, 1 Target",Cute - None - Get Ready!,
Bestow,0,Effect,Normal,OncePerBattle,Ranged (4),, 1 Target,,2,-,"The user gives its held item to the target, unless the target is already holding an item.",,,,,,,,"Ranged (4), 1 Target",Cute - None - Attention Grabber,
Body Slam,0,Physical,Normal,EOT,Melee,, 1 Target,,2,3d12+14,Body Slam Paralyzes the target on 15-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Tough - 3d4 - No Effect,
Camouflage,0,Effect,Normal,EOT,Self,, 1 Target,,0,-,"The user changes their Type to match the field. Forests and grassy areas change the user into Grass-Type. Watery areas change the user into Water-Type. Caves and Mountains could change the user into Rock-Type or Ground-Type. An icy terrain would turn the user into Ice- Type. A building may change the user into Steel-Type or Normal-Type. Weather affects what Type the user becomes. Use common sense, if you are having difficult determining what type the user should become, consult the GM. *Grants: Blender",,,,,,,,"Self, 1 Target",Smart - 2d4 - Hold That Thought,
Captivate,0,Effect,Normal,EOT,Ranged (10),, 1 Target,,2,-,Captivate lowers the target's Special Attack 2 Combat Stages. Captivate may not affect something that is the same gender as the user or something that is genderless.,,,,,,,,"Ranged (10), 1 Target",Beauty - 2d4 - Excitement,
Charm,0,Effect,Normal,EOT,Ranged (10),, 1 Target,,2,-,Charm lowers the target's Attack 2 Combat Stages.,,,,,,,,"Ranged (10), 1 Target",Cute - 2d4 - Excitement,
Chip Away,0,Physical,Normal,EOT,Melee,, 1 Target,,2,3d8+10,Ignore any changes in the target's Defense or Special Defense when calculating damage.,,,,,,,,"Melee, 1 Target",Tough - 2d4 - Reliable,
Constrict,0,Physical,Normal,At-Will,Melee,, 1 Target,,2,1d6+1,Constrict lowers the target's Speed 1 Combat Stage.,,,,,,,,"Melee, 1 Target",Tough - None - Torrential Appeal,
Conversion2,0,Effect,Normal,At-Will,Self,, 1 Target,,0,-,The user becomes the elemental Type of their choice as long as the Type resists the elemental Type of the Move it last took damage from until the end of the encounter. Replace all other Types.,,,,,,,,"Self, 1 Target",Beauty - 1d4 - Catching Up,
Copycat,0,Effect,Normal,Center,Ranged (15),, 1 Target,,0,-,Use the Move the target has used on their last turn. You may choose new targets for the Move. Copycat cannot miss.,,,,,,,,"Ranged (15), 1 Target",Cool - None - Attention Grabber,
Covet,0,Physical,Normal,OncePerBattle,Melee,, 1 Target,,2,2d10+8,"Covet takes the target's held item and attaches it to Covet's user, if the user is not holding anything.",,,,,,,,"Melee, 1 Target",Cute - None - Attention Grabber,
Crush Grip,0,Physical,Normal,OncePerBattle,Melee,, 1 Target,,2,5d12+18,"For every 10% the target is below their full HP, Crush Grip's Damage Dice Roll is reduced by 1d12 to a minimum of 18.",,,,,,,,"Melee, 1 Target",Tough - 2d4 - Final Appeal,
Cut,0,Physical,Normal,At-Will,Melee,, 1 Target,,3,2d8+6,-,,,,,,,,"Melee, 1 Target",Cool - 3d4 - No Effect,
Disable,0,Effect,Normal,EOT,Ranged (10),, 1 Target,,2,-,"Name a Move. For the remainder of the encounter, the target may not use that Move; the Move is considered Disabled. A target may not have more then 1 Move Disabled, if a new move is Disabled, the last Disabled Move is no longer Disabled.",,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Excitement,
Echoed Voice,0,Special,Normal,At-Will,Ranged (10),, 1 Target,,2,1d12+6,"For every consecutive use of Echoed Voice, add 1d12 to its Damage Dice Roll to a maximum of 6d12+6. Consecutive uses of Echoed Voice can be used across different Pokemon. If Echoed Voice is not used at least once every turn, the ""consecutive uses"" of Echoed Voice are reset.",,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Reliable,
Encore,0,Effect,Normal,Center,Ranged (10),, 1 Target,,2,-,"The target must use the same Move that it most recently used for the next 1d2+1 turns. If the Frequency of the move doesn't allow the Move to be used so often, the target instead cannot use a Move.",,,,,,,,"Ranged (10), 1 Target",Cute - 1d4 - Good Show!,
Entrainment,0,Effect,Normal,OncePerBattle,Ranged (10),, 1 Target,,2,-,Entrainment changes one of the target's abilities into one Ability that the user has for 1d4+1 turns.,,,,,,,,"Ranged (10), 1 Target",Cute - 1d4 - Catching Up,
Fa?ade,0,Physical,Normal,EOT,Melee ,, 1 Target,,2,3d8+10,"If the user is afflicted with a Status effect, use 5d12+22 instead for Damage Dice Roll. If the user is afflicted with a Status effect, Fa?ade's Frequency drops (EOT to Battle or At-Will to EOT).",,,,,,,,"Melee , 1 Target",Cute - 2d4 - Final Appeal,
Flail,0,Physical,Normal,EOT,Melee,, 1 Target,,2,See Effect,"If the user has more than 70% of its total HP, use 1d10+5 for Damage Dice Roll. If the user has more than 36% of its total HP, use 2d10+10. If the user has more than 21% of its total HP, use 3d10+10. If the user has more than 6% of its total HP, use 4d10+10. If the user has 1-5% of its total HP, use 5d10+20",,,,,,,,"Melee, 1 Target",Cute - 2d4 - Final Appeal,
Frustration,0,Physical,Normal,OncePerBattle,Melee,, 1 Target,,2,4d12+16,The user may only use Frustration if its Loyalty is level 0 or 1.,,,,,,,,"Melee, 1 Target",Cute - 2d4 - Round Ender,
Glare,0,Effect,Normal,At-Will,Ranged (5),, 1 Target,,3,-,Glare Paralyzes the target. Glare's user may not successfully use Glare more then three times per encounter.,,,,,,,,"Ranged (5), 1 Target",Tough - 2d4 - Excitement,
Guillotine,0,Effect,Normal,Center,Melee,, 1 Target,,15,-,The target is set to 0 HP.,,,,,,,,"Melee, 1 Target",Cool - None - Big Show,
Helping Hand,0,Effect,Normal,EOT,Melee,, 1 Target,,0,-,The ally targeted with Helping Hand will have their next Move deal an additional 1d20 if the Move has a Damage Dice Roll. Helping Hand cannot miss.,,,,,,,,"Melee, 1 Target",Smart - 1d4 - Good Show!,
Horn Drill,0,Effect,Normal,Center,Melee,, 1 Target,,15,-,The target is set to 0 HP.,,,,,,,,"Melee, 1 Target",Cool - None - Big Show,
Hyper Fang,0,Physical,Normal,EOT,Melee,, 1 Target,,4,3d10+12,Hyper Fang Flinches the target on 19-20 during Accuracy Check.,,,,19,,Flinches,,"Melee, 1 Target",Cool - 2d4 - Round Ender,
Leer,0,Effect,Normal,At-Will,Ranged (5),, 1 Target,,2,-,The target's Defense is lowered 1 Combat Stage.,,,,,,,,"Ranged (5), 1 Target",Cool - 2d4 - Excitement,
Lock-On,0,Effect,Normal,Center,Ranged (25),, 1 Target,,0,-,"The target is Locked-On. The next Move that the User uses against the Target that requires an Accuracy Check cannot miss. Lock-On''s effect, on both the User and Target, can be affected by Baton Pass.",,,,,,,,"Ranged (25), 1 Target",Smart - 1d4 - Good Show!,
Lovely Kiss,0,Effect,Normal,OncePerBattle,Melee,, 1 Target,,2,-,The target falls Asleep.,,,,,,,,"Melee, 1 Target",Beauty - 2d4 - Excitement,
Mean Look,0,Effect,Normal,OncePerBattle,Ranged (6),, 1 Target,,0,-,"The target may not flee or be switched until it is knocked out, for the remainder of the encounter.",,,,,,,,"Ranged (6), 1 Target",Beauty - 2d4 - Unsettling,
Mega Punch,0,Physical,Normal,EOT,Melee,, 1 Target,,4,3d10+12,-,,,,,,,,"Melee, 1 Target",Tough - 2d4 - Round Ender,
Milk Drink,0,Effect,Normal,Center,Melee,, 1 Target,,0,-,The target regains HP equal to half of its full HP. The user may target themselves with Milk Drink.,,,,,,,,"Melee, 1 Target",Cute - None - Reflective Appeal,
Mimic,0,Effect,Normal,OncePerBattle,Ranged (15),, 1 Target,,0,-,"Choose a Move that the target has used during the encounter. For the remainder of the encounter, that Move replaces Mimic on the user's Move List. Mimic cannot miss.",,,,,,,,"Ranged (15), 1 Target",Cute - None - Attention Grabber,
Mind Reader,0,Effect,Normal,Center,Ranged (10),, 1 Target,,0,-,"The target is Locked-On. The next Move that the User uses against the Target that requires an Accuracy Check cannot miss. Mind Reader''s effect, on both the User and Target, can be affected by Baton Pass.",,,,,,,,"Ranged (10), 1 Target",Smart - 1d4 - Good Show!,
Odor Sleuth,0,Effect,Normal,At-Will,Ranged,, 1 Target,,0,-,The user's Normal-Type and Fighting-Type Moves can now hit and affect Ghost-Type targets. Odor Sleuth's user is unaffected by the effects of Moves which make them have to roll higher during Accuracy Checks to hit. Targets may not use their Speed stat to modify Accuracy Checks. Odor Sleuth's user can identify the real target using Double Team. *Grants: Tracker,,,,,,,,"Ranged, 1 Target",Smart - 1d4 - Good Show!,
Pain Split,0,Effect,Normal,OncePerBattle,Ranged (4),, 1 Target,,0,-,"Add the user's and the target's current HP together and divide the value by 2, calling the result X. The user and target's HP are set to X. If X exceeds a target's or user's full HP, the excess is ignored and they are set to full HP.",,,,,,,,"Ranged (4), 1 Target",Smart - 2d4 - Unsettling,
Pay Day,0,Physical,Normal,Center,Ranged (8),, 1 Target,,2,1d12+6,"Pay Day scatters metal coins equal in value to 1d8 times the user's level. If it is a trainer battle, the winner of the battle gets to pick up the coins.",,,,,,,,"Ranged (8), 1 Target",Smart - 1d4 - Catching Up,
Pound,0,Physical,Normal,At-Will,Melee,, 1 Target,,2,1d12+6,-,,,,,,,,"Melee, 1 Target",Tough - 3d4 - No Effect,
Present,0,Physical,Normal,EOT,Ranged (8),, 1 Target,,3,See Effect,"Roll 1d4. On a result of 1, use 1d10+10 for Present's Damage Dice Roll; on a result of 2, use 2d10+10; on a result of 3, use 3d10+10; on a result of 4 the target is healed 65 HP.",,,,,,,,"Ranged (8), 1 Target",Cute - None - Inversed Appeal,
Psych Up,0,Effect,Normal,OncePerBattle,Ranged (10),, 1 Target,,0,-,The user's Combat Stages are changed to match the target's Combat Stages. Psych Up cannot miss.,,,,,,,,"Ranged (10), 1 Target",Smart - None - Get Ready!,
Rapid Spin,0,Physical,Normal,At-Will,Melee,, 1 Target,,2,1d6+3,"On hit, Rapid Spin destroys Hazards within 5 meters, removes Leech Seeds, and removes the user's Trapped status.",,,,,,,,"Melee, 1 Target",Cool - 2d4 - Round Starter,
Razor Wind,0,Special,Normal,OncePerBattle,Ranged (15),, 1 Target,,2,3d10+12,"Once you declare the use of Razor Wind, the user's turn ends. On its next turn, the user may shift and use Razor Wind's damage. Razor Wind is a Critical Hit on 18-20 during Accuracy Check.",,,,,,,,"Ranged (15), 1 Target",Cool - 1d4 - Special Attention,
Reflect Type,0,Effect,Normal,OncePerBattle,Ranged (10),, 1 Target,,2,-,Reflect Type changes one of the user's Types into one Type of your choice that the target has for 1d4+1 turns.,,,,,,,,"Ranged (10), 1 Target",Beauty - None - Attention Grabber,
Retaliate,0,Physical,Normal,Center,Melee,, 1 Target,,2,3d8+10,Retaliate deals 6d12+22 instead for Damage Dice Roll if an ally has been lowered to 0 HP or less by the target's Moves (or Features) during the current round of combat or during the last round of combat.,,,,,,,,"Melee, 1 Target",Cool - 3d4 - No Effect,
Return,0,Physical,Normal,EOT,Melee,, 1 Target,,2,4d12+16,The user may only use Return if its Loyalty is 3 or 4.,,,,,,,,"Melee, 1 Target",Cute - 1d4 - Round Starter,
Roar,0,Effect,Normal,OncePerBattle,Ranged (6),, 1 Target,,11,-,"The target flees away from the user 15 meters, ignoring Speed Capabilities, if terrain allows. The target may not use Moves for 4 rounds. During a trainer battle, the target's owner must recall the fleeing target and replace them.",,,,,,,,"Ranged (6), 1 Target",Cool - 2d4 - Excitement,
Scary Face,0,Effect,Normal,EOT,Ranged (6),, 1 Target,,2,-,The target's Speed is lowered 2 Combat Stages.,,,,,,,,"Ranged (6), 1 Target",Tough - 2d4 - Slow Set,
Sharpen,0,Effect,Normal,At-Will,Self,, 1 Target,,0,-,Raise the user's Attack 1 Combat Stage.,,,,,,,,"Self, 1 Target",Cute - None - Get Ready!,
Simple Beam,0,Effect,Normal,OncePerBattle,Ranged (7),, 1 Target,,2,-,Simple Beam changes one of the target's abilities to Simple for the remainder of the encounter.,,,,,,,,"Ranged (7), 1 Target",Beauty - 3d4 - No Effect,
Sketch,0,Effect,Normal,Center,Ranged (25),, 1 Target,,0,-,"Sketch cannot miss. Once Sketch has been used, remove Sketch from the user's Move list. The last Move that the target used is added to the user's Move list permanently. Sketch may not be Interrupted or Intercepted.",,,,,,,,"Ranged (25), 1 Target",Smart - 1d4 - Catching Up,
SmellingSalt,0,Physical,Normal,OncePerBattle,Melee,, 1 Target,,2,2d10+8,"If the target is Paralyzed, SmellingSalt does 4d12+16 instead for Damage Dice Roll and cures the target of Paralysis.",,,,,,,,"Melee, 1 Target",Smart - None - Unsettling,
Softboiled,0,Effect,Normal,Center,Melee,, 1 Target,,0,-,The target regains HP equal to half of its full HP. The user may target themselves with Softboiled.,,,,,,,,"Melee, 1 Target",Beauty - None - Reflective Appeal,
Spit Up,0,Special,Normal,OncePerBattle,Ranged (8),, 1 Target,,2,See Effect,"If the user is Stockpiled 1, use 3d10+12 for Spit Up's Damage Dice Roll; if the user is Stockpiled 2, use 4d12+16; if the user is Stockpiled 3, use 5d12+18. After using Spit Up, the user's Stockpiled count is set to 0. If the user has no Stockpiled count, Spit Up does nothing.",,,,,,,,"Ranged (8), 1 Target",Tough - 2d4 - Round Ender,
Super Fang,0,Effect,Normal,OncePerBattle,Melee,, 1 Target,,4,-,"The target's HP is halved. Do not apply weakness or resistance to the HP lost. Do not apply stats to the HP lost. When halving the target's HP with Super Fang, round up.",,,,,,,,"Melee, 1 Target",Tough - 3d4 - No Effect,
Swagger,0,Effect,Normal,EOT,Ranged (8),, 1 Target,,4,-,The target's Attack is raised 2 Combat Stages. Swagger Confuses the target.,,,,,,,,"Ranged (8), 1 Target",Cute - 2d4 - Excitement,
Sweet Kiss,0,Effect,Normal,OncePerBattle,Ranged (8),, 1 Target,,6,-,Sweet Kiss Confuses the target.,,,,,,,,"Ranged (8), 1 Target",Cute - 2d4 - Excitement,
Swift,0,Special,Normal,EOT,Ranged (10),, 1 Target,,0,2d10+8,Swift cannot Miss.,,,,,,,,"Ranged (10), 1 Target",Cool - 2d4 - Round Starter,
Tail Whip,1,Effect,Normal,At-Will,Ranged (4),, 1 Target,1,2,-,The target's Defense is lowered 1 Combat Stage.,StagePenelty,DEF(1),Battle,NULL,NULL,NULL,NULL,"Ranged (4), 1 Target",Cute - 2d4 - Excitement,Omer
Techno Blast,0,Special,Normal,Center,Ranged (10),, 1 Target,,2,3d12+18,Techno Blast's Type can be any Type while holding the appropriate Drive item or Plate item.,,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Seen Nothing Yet,
Thrash,0,Physical,Normal,Center,Melee,, 1 target,,3,5d12+18,"Thrash's user must make another Melee attack for 1d2 more turns. The attack is identical to Thrash except for Thrash's effect. After the first target is declared, Thrash targets the nearest Legal Target for its second or third round of use if the original target is unconscious. If potential targets are an equal distance from the user, you may choose the target. After Thrash's additional use(s) end(s), the user becomes Confused. For Pokemon users, the additional 1d2 are their Trainer's Command Actions, unless the Trainer is unconscious, in which case the Pokemon acts on its own until finished.",,,,,,,,"Melee, 1 target",Tough - 2d4 - Reliable,
Tickle,0,Effect,Normal,EOT,Melee,, 1 Target,,2,-,Lower the target's Attack 1 Combat Stage and lower the target's Defense 1 Combat Stage.,,,,,,,,"Melee, 1 Target",Cute - 2d4 - Excitement,
Tri Attack,0,Special,Normal,OncePerBattle,Ranged (8),, 1 target,,2,3d10+12,"Tri Attack gives the target a Status ailment on 17-20 during Accuracy Check. If you rolled 17-20, roll 1d4; on 2 the target is Paralyzed; on 3 the target is Burned; on 4 the target is Frozen; on 1 reroll the die.",,,,,,,,"Ranged (8), 1 target",Beauty - 3d4 - No Effect,
Trump Card,0,Special,Normal,EOT,Ranged (10),, 1 Target,,2,See Effect,"If the user has only used Trump Card once this encounter, use 1d10+4 for Trump Card's Damage Dice Roll. If it is the second time the user is using Trump Card, use 1d10+4. If it is the third or fourth time the user is using Trump Card, use 1d12+6. If it is the fifth time the user is using Trump Card, use 2d10+8. If it is the sixth time the user is using Trump Card, use 7d10+28 and Trump Card's Frequency changes to Center for the rest of the encounter.",,,,,,,,"Ranged (10), 1 Target",Cool - None - Round Starter,
Vicegrip,0,Physical,Normal,At-Will,Melee,, 1 Target,,2,2d10+8,-,,,,,,,,"Melee, 1 Target",Tough - 3d4 - No Effect,
Weather Ball,0,Special,Normal,OncePerBattle,Ranged (10),, 1 Target,,2,2d8+6,"If it is Sunny, Weather Ball is Fire-Type. If it is Rainy, Weather Ball is Water-Type. If it is Hailing, Weather Ball is Ice-Type. If it is Sandstorming, Weather Ball is Rock-Type. When a weather effect is on the field, Weather Ball's Damage Dice Roll is 4d12+16. If there are multiple Weather Effects on the field, choose one type for Weather Ball to be that corresponds with an existing Weather Effect.",,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Incentives,
Wish,0,Effect,Normal,Center,Ranged (15),, 1 Target,,0,-,"At the end of the target's next turn, the target regains HP equal to half of its full HP. If the user targets themselves and are replaced in battle, the replacement is healed.",,,,,,,,"Ranged (15), 1 Target",Cute - None - Reflective Appeal,
Wring Out,0,Physical,Normal,OncePerBattle,Melee,, 1 Target,,2,5d12+18,"For every 10% the target is below their full HP, Wring Out's Damage Dice Roll is reduced by 1d12 to a minimum of 18.",,,,,,,,"Melee, 1 Target",Smart - 2d4 - Seen Nothing Yet,
Acid,0,Special,Poison,At-Will,Ranged (6),, 1 Target,,2,1d12+6,Acid lowers the target's Defense 1 Combat Stage on 18-20 during Accuracy Check.,,,,,,,,"Ranged (6), 1 Target",Smart - 3d4 - No Effect,
Clear Smog,0,Special,Poison,OncePerBattle,Ranged (10),, 1 Target,,0,2d8+6,The target's Combat Stages are reset to 0.,,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Hold That Thought,
Gastro Acid,0,Effect,Poison,OncePerBattle,Ranged (8),, 1 Target,,2,-,"The target's ability is disabled until the end of the encounter. If the target has more then one ability, Gastro Acid disables one of them.",,,,,,,,"Ranged (8), 1 Target",Beauty - 2d4 - Hold That Thought,
Poison Fang,0,Physical,Poison,EOT,Melee,, 1 Target,,2,2d8+6,Poison Fang Badly Poisons the target on 17-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Smart - 2d4 - Incentives,
Poison Jab,0,Physical,Poison,EOT,Melee,, 1 Target,,2,3d10+12,Poison Jab Poisons the target on 15-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Smart - 2d4 - Incentives,
