WasEditedForGame,Key:AttackName,Category,ElementType,Frequency,Range,AttackCategory,NumOfTargets,NumOfTurns,AC,Damage,AttackEffects,ExtraAffectType,ExtraAffectResult,LengthOfExtraAffect,AccuracyCheckBonus,AccuracyBonusType,AccuracyBonusResult,LengthOfBonusAffect,FullRangeDescription,ContestStats,ContributedBy
0,Thunder,Special,Electric,Battle,Ranged (15), Blast, 1 Target,,6,5d12+18,"A 3-meter Blast surrounds the target. Thunder Paralyzes all Legal Targets on 13-20 during Accuracy Check. All Legal Targets within the Blast’s radius are Pushed outward, away from the target, 3-meters. If it is Sunny, Thunder’s Accuracy Check is 11. If it is Rainy, Thunder cannot miss. If the target is airborne as a result of Fly or Sky Drop, Thunder cannot miss them",,,,,,,,"Ranged (15), 1 Target, Blast",Cool - 2d4 - Round Starter,
0,Zap Cannon,Special,Electric,Battle,Ranged (10), Blast, 1 Target,,12,5d12+18,"A 2-meter Blast surrounds the target, Paralyzing all Legal Targets in the Blast.",,,,,,,,"Ranged (10), 1 Target, Blast",Cool - 2d4 - Incentives,
0,Blast Burn,Special,Fire,Center,Ranged (15), Blast, Target Area,,4,7d10+28,"Blast Burn creates a 3-meter Blast. On Miss, Blast Burn deals the user’s Special Attack instead to all possible targets.",,,,,,,,"Ranged (15), Target Area, Blast, Exhaust",Beauty - 2d4 - Seen Nothing Yet,
0,Fire Blast,Special,Fire,Battle,Ranged (10), Blast, 1 Target,,6,5d12+18,Fire Blast creates a 2-meter Blast. Fire Blast burns all Legal Targets on 19-20 during Accuracy Check. *Grants: Firestarter,,,,,,,,"Ranged (10), 1 Target, Blast",Beauty - 2d4 - Round Starter,
0,Flame Burst,Special,Fire,EOT,Ranged (6), Blast, No Target,,2,3d8+10,"Flame Burst creates a 4-meter Blast. All Legal Targets, not including the central target, hit in the Blast lose 1/16th of their max HP instead of taking the Damage Dice Roll for damage. *Grants: Firestarter",,,,,,,,"Ranged (6), No Target, Blast",Beauty - 2d4 - Round Starter,
0,Inferno,Special,Fire,Center,Ranged (2), Blast, No Target,,11,4d12+16,Inferno creates a 2-meter Blast. Inferno Burns all Legal Targets.,,,,,,,,"Ranged (2), No Target, Blast",Beauty - 3d4 - No Effect,
0,Featherdance,Effect,Flying,EOT,Ranged (10), Blast, 1 Target,,2,-,Feather Dance creates a 1-meter Blast. All Legal Targets in the Blast have their Attack lowered 2 Combat Stages.,,,,,,,,"Ranged (10), 1 Target, Blast",Beauty - 2d4 - Excitement,
0,Hurricane,Special,Flying,Battle,Ranged (8), Blast, 1 Target,,6,5d12+18,"Hurricane creates a 4-meter Blast. Hurricane Confuses all Legal Targets on 13-20 during Accuracy Check. All Legal Targets within the Blast’s radius are Pushed outward, away from the target, 3-meters. If it is Sunny, Hurricane’s Accuracy Check is 11. If it is Rainy, Hurricane cannot miss. If the target is airborne as a result of Fly or Sky Drop, Hurricane cannot miss them.",,,,,,,,"Ranged (8), 1 Target, Blast",Cool - 2d4 - Round Starter,
0,Cotton Spore,Effect,Grass,EOT,Ranged (10), Blast, 1 Target,,2,-,Cotton Spore creates a 2-meter Blast. All Legal Targets have their Speed lowered 2 Combat Stages.,,,,,,,,"Ranged (10), 1 Target, Blast",Beauty - 2d4 - Quick Set,
0,Frenzy Plant,Special,Grass,Center,Ranged (15), Blast, Target Area,,4,7d10+28,"Frenzy Plant creates a 3-meter Blast. On Miss, Frenzy Plant deals the user’s Special Attack instead to all possible targets.",,,,,,,,"Ranged (15), Target Area, Blast, Exhaust",Cool - 2d4 - Seen Nothing Yet,
0,Seed Bomb,Physical,Grass,EOT,Ranged (8), Blast, 1 Target,,2,3d10+12,Seed Bomb creates a 2-meter Blast.,,,,,,,,"Ranged (8), 1 Target, Blast",Smart - 3d4 - No Effect,
0,Seed Flare,Special,Grass,Center,Ranged (15), Blast, 1 Target,,5,5d12+18,Seed Flare creates a 3-meter Blast. All Legal Targets have their Special Defense lowered 1 Combat Stage.,,,,,,,,"Ranged (15), 1 Target, Blast",Cool - 2d4 - Seen Nothing Yet,
0,Sleep Powder,Effect,Grass,Center,Ranged (6), Blast, 1 Target,,6,-,Sleep Powder creates a 1-meter Blast. All Legal Targets fall Asleep.,,,,,,,,"Ranged (6), 1 Target, Blast",Smart - None - Inversed Appeal,
0,Stun Spore,Effect,Grass,At-Will,Ranged (6), Blast, 1 Target,,11,-,Stun Spore creates a 1-meter Blast. Stun Spore paralyzes al Legal Targets.,,,,,,,,"Ranged (6), 1 Target, Blast",Smart - 2d4 - Excitement,
0,Earth Power,Special,Ground,Battle,Ranged (6), Blast, 1 Target,,2,3d12+14,Earth Power creates a 3-meter Blast. Earth Power lowers the Special Defense of all Legal Targets 1 Combat Stage on 16-20 during Accuracy Check.,,,,,,,,"Ranged (6), 1 Target, Blast",Smart - 2d4 - Round Ender,
0,Mud Bomb,Special,Ground,EOT,Ranged (6), Blast, 1 Target,,4,3d8+10,Mud Bomb creates a 1-meter Blast. All Legal Targets must roll +1 during Accuracy Checks for the remainder of the encounter on 17-20 during Accuracy Check.,,,,,,,,"Ranged (6), 1 Target, Blast",Smart - 2d4 - Round Ender,
0,Sheer Cold,Effect,Ice,Center,Ranged (4), Blast, 1 Target,,16,-,Sheer Cold creates 3-meter Blast. All Legal Targets have their HP set to 0. *Grants: Freezer,,,,,,,,"Ranged (4), 1 Target, Blast",Beauty - 2d4 - Big Show,
0,Egg Bomb,Physical,Normal,Battle,Ranged (8), Blast, 1 Target,,6,4d12+16,Egg Bomb creates a 2-meter Blast.,,,,,,,,"Ranged (8), 1 Target, Blast",Tough - 3d4 - No Effect,
0,Judgement,Special,Normal,Center,Ranged (25), Blast, 1 Target,,2,4d12+16,Judgement makes a 5-meter Blast. Judgment’s Type can be whatever Elemental Type the user wants it to be.,,,,,,,,"Ranged (25), 1 Target, Blast",Smart - 2d4 - Scrambler,
0,Gunk Shot,Physical,Poison,Center,Ranged (8), Blast, Target Area,,7,5d12+18,"Gunk Shot creates a 3-meter Blast. Gunk Shot Poisons all Legal Targets on 11-20 during Accuracy Check. On Miss, Gunk Shot deals the user’s Attack to potential targets but cannot Poison.",,,,,,,,"Ranged (8), Target Area, Blast",Cool - 3d4 - No Effect,
0,Poisonpowder,Effect,Poison,EOT,Ranged (4), Blast, 1 Target,,6,-,Poisonpowder creates a 1-meter Blast. Poisonpowder Poisons all Legal Targets.,,,,,,,,"Ranged (4), 1 Target, Blast",Smart - 2d4 - Excitement,
0,Sludge Bomb,Special,Poison,Battle,Ranged (8), Blast, 1 Target,,2,3d12+14,Sludge Bomb creates a 3-meter Blast. Sludge Bomb poisons all Legal Targets on 15-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target, Blast",Tough - 2d4 - Round Ender,
0,Smog,Special,Poison,EOT,Ranged (3), Blast, 1 Target,,5,1d6+3,Smog creates a 3-meter Blast. Smog Poisons all Legal Targets on 13-20 during Accuracy Check.,,,,,,,,"Ranged (3), 1 Target, Blast",Tough - 3d4 - No Effect,
0,Psycho Boost,Special,Psychic,Center,Ranged (10), Blast, Target Area,,4,6d12+22,Psycho Boost creates a 4-meter Blast. Lower the user’s Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (10), Target Area, Blast",Smart - 2d4 - Seen Nothing Yet,
0,Rock Tomb,Physical,Rock,Battle,Ranged (6), Blast, 1 Target,,5,2d8+6,Rock Tomb creates a 3-meter Blast. Rock Tomb lowers all Legal Targets Speed 1 Combat Stage. *Grants: Materializer,,,,,,,,"Ranged (6), 1 Target, Blast",Smart - 2d4 - Slow Set,
0,Hydro Cannon,Special,Water,Center,Ranged (15), Blast, Target Area,,4,7d10+28,"Hydro Cannon creates a 3-meter Blast. On Miss, Hydro Cannon deals the user’s Special Attack instead to all possible targets.",,,,,,,,"Ranged (15), Target Area, Blast, Exhaust",Beauty - 2d4 - Seen Nothing Yet,
0,Natural Gift,Special,Normal,Battle,Ranged (10), Berry, 1 Target,,2,See Effect,Refer to the Move Keywords Berry list. Natural Gift deals damage according to the Berry list and Natural Gift’s Type is also defined there. The user’s Berry is destroyed and is not consumed. *Grants: Sprouter,,,,,,,,"Ranged (10), 1 Target, Berry",Cool - 2d4 - Round Ender,
0,Attack Order,Physical,Bug,Battle,Ranged (10),, 1 Target,,2,3d12+14,Attack Order is a Critical Hit on 18-20 during Accuracy Check.,,,,18,,,,"Ranged (10), 1 Target",Smart - 2d4 - Incentives,
0,Bug Bite,Physical,Bug,EOT,Melee,, 1 Target,,2,2d10+8,"If the target has a consumable Held Item, Bug Bite destroys the Item and Bug Bite’s user may use the Item’s effect.",,,,,,,,"Melee, 1 Target",Tough - None - Attention Grabber,
0,Defend Order,Effect,Bug,EOT,Self,, No Target,,0,-,Raise the user’s Defense 1 Combat Stage and raise the user’s Special Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Smart - None - Get Ready!,
0,Fury Cutter,Physical,Bug,At-Will,Melee,, 1 Target,,3,1d4,"If Fury Cutter is used successfully and consecutively on the same target, on the round immediately after the last, use 1d12+6 on the second hit instead, 2d12+12 on the third hit instead, 3d12+18 on the fourth hit instead and 4d12+24 on the fifth hit and any successful hits following the fifth hit instead for Fury Cutter’s Damage Dice Roll.",,,,,,,,"Melee, 1 Target",Cool - 2d4 - Reliable,
0,Heal Order,Effect,Bug,Center,Self,, No Target,,0,-,The user regains HP equal to half of its full HP.,,,,,,,,"Self, No Target",Smart - None - Reflective Appeal,
0,Leech Life,Physical,Bug,EOT,Melee,, 1 Target,,2,1d6+1,"After the target takes damage, the user gains HP equal to half of the damage they dealt to the target.",,,,,,,,"Melee, 1 Target",Smart - 1d4 - Good Show!,
0,Quiver Dance,Effect,Bug,EOT,Self,, No Target,,0,-,"Raise the user’s Special Attack 1 Combat Stage, raise the user’s Special Defense 1 Combat Stage and raise the user’s Speed 1 Combat Stage.",,,,,,,,"Self, No Target",Cool - None - Get Ready!,
0,Tail Glow,Effect,Bug,Battle,Self,, No Target,,0,-,Raise the user’s Special Attack 3 Combat Stages. *Grants: Glow,,,,,,,,"Self, No Target",Beauty - None - Get Ready!,
0,Curse (g),Effect,Ghost,Center,Ranged (4),, 1 Target,,0,-,"Only use if the user is a Ghost type. The user loses ½ of their full HP and the target Pokemon is Cursed. A Cursed Pokemon loses 1/8th of their full HP at the beginning of each of their turns. Do not apply weakness, resistance or stats to the lost HP.",,,,,,,,"Ranged (4), 1 Target",Tough - None - Torrential Appeal,
0,Curse,Effect,Ghost,EOT,Self,, No Target,,0,-,Only use if the user is not a Ghost type. The user’s Speed is lowered 1 Combat Stage. The user’s Attack is raised 1 Combat Stage and the user’s Defense is raised 1 Combat Stage.,,,,,,,,"Self, No Target",Tough - None - Torrential Appeal,
0,Assurance,Physical,Dark,Battle,Melee,, 1 Target,,2,2d8+6,"If Assurance’s target has already been damaged by a Move or Arms Feature on the same round Assurance is being used, use 4d12+16 for Assurance’s Damage Dice Roll.",,,,,,,,"Melee, 1 Target",Beauty - 2d4 - Final Appeal,
0,Bite,Physical,Dark,At-Will,Melee,, 1 Target,,2,2d10+8,Bite Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Melee, 1 Target",Tough - 3d4 - No Effect,
0,Crunch,Physical,Dark,EOT,Melee,, 1 Target,,2,3d10+12,Crunch lowers the target’s Defense 1 Combat Stage on 17-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Tough - 2d4 - Round Starter,
0,Embargo,Effect,Dark,Battle,Ranged (6),, 1 Target,,2,-,"If the target has a held item, they cannot use it for the remainder of the encounter.",,,,,,,,"Ranged (6), 1 Target",Cute - 2d4 - Hold That Thought,
0,Faint Attack,Physical,Dark,EOT,Melee,, 1 Target,,0,1d10+10,Faint Attack cannot miss.,,,,,,,,"Melee, 1 Target",Smart - 2d4 - Round Ender,
0,Fake Tears,Effect,Dark,EOT,Ranged (10),, 1 Target,,2,-,Lower the target’s Special Defense 2 Combat Stages.,,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Excitement,
0,Flatter,Effect,Dark,EOT,Ranged (8),, 1 Target,,2,-,Flatter Confuses the target and raises the target’s Special Attack 1 Combat Stage.,,,,,,,,"Ranged (8), 1 Target",Smart - 2d4 - Excitement,
0,Fling,Physical,Dark,Battle,Ranged (12),, 1 Target,,2,2d12+5,"The user may throw its held item when using Fling, changing its Damage Dice Roll. If a berry is thrown, the target receives the berry’s benefits as if the target, instead of taking any damage, consuming the berry. If an item that causes an effect is thrown, the item’s effect is activated. If any other item is thrown the user deals an additional 2d6 during Damage Dice Roll. All berries or other consumable held items are destroyed when used with Fling. Items that are not destroyed by Fling may be retrieved after an encounter.",,,,,,,,"Ranged (12), 1 Target",Tough - 1d4 - Catching Up,
0,Foul Play,Physical,Dark,Battle,Melee,, 1 Target,,2,4d12+16,"The target reveals its Attack stat. When calculating damage, add the target’s Attack stat instead of the user’s Attack stat.",,,,,,,,"Melee, 1 Target",Smart - 3d4 - No Effect,
0,Hone Claws,Effect,Dark,EOT,Self,, No Target,,0,-,"Raise the user’s Attack 1 Combat Stage. For the remainder of Combat, the user’s Attack - Melee Moves need -1 on Accuracy Checks to hit.",,,,,,,,"Self, No Target",Cool - None - Get Ready!,
0,Knock Off,Physical,Dark,EOT,Melee,, 1 Target,,6,1d6+3,"If the target has a held item, the target drops it and the item cannot be picked up or held for the remainder of combat.",,,,,,,,"Melee, 1 Target",Smart - 3d4 - No Effect,
0,Memento,Effect,Dark,Battle,Ranged (15),, 1 Target,,0,-,The user’s HP is set to 0. The user does not need a line of sight to the target. Momento cannot be used if the user is at or below 0 HP. Each of the target’s stats are lowered 2 Combat Stages.,,,,,,,,"Ranged (15), 1 Target",Tough - None - Big Show,
0,Nasty Plot,Effect,Dark,EOT,Self,, No Target,,0,-,Raise the user’s Special Attack 2 Combat Stages.,,,,,,,,"Self, No Target",Cute - None - Get Ready!,
0,Night Daze,Physical,Dark,Battle,Ranged (10),, 1 Target,,2,3d12+14,The Target must roll +1 during Accuracy Checks for the remainder of the encounter on 13-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target",Tough - 2d4 - Unsettling,
0,Payback,Physical,Dark,Battle,Melee,, 1 Target,,2,2d8+6,"If the target damaged Payback’s user on their last turn, during the same round of combat, deal 4d12+16 instead for Damage Dice Roll.",,,,,,,,"Melee, 1 Target",Cool - 1d4 - Special Attention,
0,Punishment,Physical,Dark,Battle,Melee,, 1 Target,,2,1d10+15,Punishment deals an additional 1d10 for each Combat Stage the target has above 0 per raised stat up to an additional 6d10 per stat.,,,,,,,,"Melee, 1 Target",Smart - 1d4 - Catching Up,
0,Switcheroo,Effect,Dark,Battle,Melee,, 1 Target,,2,-,The user and the target exchange held items.,,,,,,,,"Melee, 1 Target",Cool - None - Attention Grabber,
0,Taunt,Effect,Dark,EOT,Ranged (10),, 1 Target,,2,-,Taunt’s target can only use Moves that have Damage Dice Rolls for the next 1d4+1 turns.,,,,,,,,"Ranged (10), 1 Target",Smart - None - Inversed Appeal,
0,Thief,Physical,Dark,Battle,Melee,, 1 Target,,2,1d12+6,"Thief takes the target’s held item and attaches it to Thief’s user, if the user is not holding anything.",,,,,,,,"Melee, 1 Target",Tough - None - Attention Grabber,
0,Torment,Effect,Dark,Battle,Ranged (10),, 1 Target,,2,-,"For 1d4+2 turns, Torment’s target may not use a Move they have already used in their last 2 turns.",,,,,,,,"Ranged (10), 1 Target",Tough - None - Inversed Appeal,
0,Dragon Claw,Physical,Dragon,EOT,Melee,, 1 Target,,2,3d10+12,-,,,,,,,,"Melee, 1 Target",Cool - 2d4 - Round Starter,
0,Dragon Dance,Effect,Dragon,EOT,Self,, No Target,,0,-,Raise the user’s Attack 1 Combat Stage and raise the user’s Speed 1 Combat Stage.,,,,,,,,"Self, No Target",Cool - None - Get Ready!,
0,Dragon Rage,Effect,Dragon,Battle,Ranged (8),, 1 Target,,2,40,Dragon Rage always deals 40 points of Damage. Do not apply weakness or resistance. Do not apply stats.,,,,,,,,"Ranged (8), 1 Target",Cool - 3d4 - No Effect,
0,Outrage,Physical,Dragon,Center,Melee,, 1 Target,,3,5d12+18,"Outrage’s user must make another Melee attack for 1d2 more turns. The attack is identical to Outrage except for Outrage’s effect. After the first target is declared, Outrage targets the nearest Legal Target for its second or third round of use if the original target is unconscious. If potential targets are an equal distance from the user, you may choose the target. After Outrage’s additional use(s) end(s), the user becomes Confused. For Pokemon users, the additional 1d2 are their Trainer’s Command Actions, unless the Trainer is unconscious, in which case the Pokemon acts on its own until finished.",,,,,,,,"Melee, 1 Target",Cool - 2d4 - Reliable,
0,Spacial Rend,Special,Dragon,Center,Ranged (20),, 1 Target,,3,4d12+16,Spacial Rend is a Critical Hit on 11-20 during Accuracy Check.,,,,,,,,"Ranged (20), 1 Target",Tough - 2d4 - Incentives,
0,Twister,Special,Dragon,At-Will,Ranged (10),, 1 Target,,2,1d12+6,"Twister Flinches the target on 18-20 during Accuracy Check. If the target is airborne as a result of Fly or Sky Drop, Twister can hit them, ignoring Range and deals 2d12+16 for its Damage Dice Roll instead.",,,,18,,Flinches,,"Ranged (10), 1 Target",Cool - 3d4 - No Effect,
0,Bolt Strike,Physical,Electric,Center,Ranged (20),, 1 Target,,5,5d12+22,Bolt Strike Paralyzes the target on 17-20 during Accuracy Check.,,,,,,,,"Ranged (20), 1 Target",Cool - 2d4 - Round Starter,
0,Charge,Effect,Electric,EOT,Self,, No Target,,0,-,"If the user performs an Electric Move on their next turn that deals damage, add its Damage Dice Roll an extra time to the damage. Raise the user’s Special Defense 1 Combat Stage. *Grants: Zapper",,,,,,,,"Self, No Target",Smart - None - Get Ready!,
0,Electro Ball,Special,Electric,Battle,Ranged (10),, No Target,,2,See Effect,"The target reveals their current Speed stat, applying Combat Stages. If the user’s Speed stat, applying Combat Stages is four times that of the target’s, Electro Ball uses 5d10+16 for Damage Dice Roll; if the user three times that of the target’s, Electro Ball uses 3d10+14; if the user is twice that of the target, Electro Ball uses 2d10+12; if the user is not twice as fast as the target, Electro Ball uses 1d10+10.",,,,,,,,"Ranged (10), No Target",Beauty - 2d4 - Final Appeal,
0,Fusion Bolt,Physical,Electric,Center,Ranged (10),, Column,,2,4d12+16,"Fusion Bolt creates a 4-meter Column. If an opponent in this, or the last, round of the encounter used Fusion Flare, Fusion Bolt deals an additional 8d12 in Damage Dice Roll.",,,,,,,,"Ranged (10), Column",Beauty - 2d4 - Seen Nothing Yet,
0,Magnet Rise,Effect,Electric,Battle,Self,, No Target,,0,-,"Magnet Rise grants the user the Levitate Ability until the end of the Encounter. This does not replace the user’s normal Ability. If the user already has Levitate, they now have two instances of Levitate. *Grants: Magnetic",,,,,,,,"Self, No Target",Cute - 2d4 - Hold That Thought,
0,Thunder Fang,Physical,Electric,EOT,Melee,, 1 Target,,3,3d8+10,"Thunder Fang Paralyzes or Flinches on 18-19 during Accuracy Check; flip a coin to determine whether the foe gets Paralyzed or Flinched. On 20 during Accuracy Check, the foe is Paralyzed and Flinched.",,,,18,,Flinches,,"Melee, 1 Target",Smart - 3d4 - No Effect,
0,Thunder Wave,Effect,Electric,Center,Ranged (6),, 1 Target,,0,-,Thunder Wave cannot miss. Thunder Wave Paralyzes the target.,,,,,,,,"Ranged (6), 1 Target",Cool - 2d4 - Excitement,
0,Thunderpunch,Physical,Electric,EOT,Melee,, 1 Target,,2,3d10+12,Thunderpunch Paralyzes the target on 19-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Cool - 2d4 - Round Starter,
0,Thundershock,Special,Electric,At-Will,Ranged (10),, 1 Target,,2,1d12+6,Thundershock Paralyzes the target on 17-20 during Accuracy Check. *Grants: Zapper,,,,,,,,"Ranged (10), 1 Target",Cool - 2d4 - No Effect,
0,Volt Switch,Special,Electric,Battle,Ranged (5),, 1 Target,,2,3d8+10,"If Volt Switch successfully hits its target, the user deals damage and then immediately is returned to its Poke Ball in the same turn. A New Pokemon may immediately be sent out.",,,,,,,,"Ranged (5), 1 Target",Cute - None - Inversed Appeal,
0,Aura Sphere,Special,Fighting,Battle,Ranged (10),, 1 Target,,0,3d12+14,Aura Sphere cannot miss. *Grants: Aura,,,,,,,,"Ranged (10), 1 Target",Beauty - 2d4 - Round Starter,
0,Brick Break,Physical,Fighting,EOT,Melee,, 1 Target,,2,3d10+12,Brick Break can destroy Walls.,,,,,,,,"Melee, 1 Target",Cool - 3d4 - No Effect,
0,Bulk Up,Effect,Fighting,EOT,Self,, No Target,,0,-,Raise the user’s Attack 1 Combat Stage and raise the user’s Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Beauty - None - Get Ready!,
0,Drain Punch,Physical,Fighting,Battle,Melee,, 1 Target,,2,3d10+12,"After the target takes damage, the user gains HP equal to half of the damage they dealt to the target.",,,,,,,,"Melee, 1 Target",Beauty - 1d4 - Good Show!,
0,Dynamicpunch,Physical,Fighting,Battle,Melee,, 1 Target,,12,4d12+16,Dynamicpunch Confuses the target.,,,,,,,,"Melee, 1 Target",Cool - 2d4 - Round Ender,
0,Final Gambit,Special,Fighting,Center,Melee,, 1 Target,,2,-,"Final Gambit lowers the user to 0 HP, and deals 1 point of damage to the target for every point of health lost this way. Final Gambit does not cause items to activate.",,,,,,,,"Melee, 1 Target",Tough - None - Big Show,
0,Focus Blast,Special,Fighting,Battle,Ranged (10),, 1 Target,,6,5d12+18,Focus Blast lower the target’s Special Defense 1 Combat Stage on 18-20 during Accuracy Check. *Grants: Aura,,,,,,,,"Ranged (10), 1 Target",Cool - 2d4 - Round Starter,
0,Force Palm,Physical,Fighting,EOT,Melee,, 1 Target,,2,2d10+8,Force Palm Paralyzes the target on 18-20 during Accuracy Check. Cool - 2d4 - Round Ender *Grants: Aura,,,,,,,,"Melee, 1 Target",Cool - 2d4 - Round Ender,
0,Hammer Arm,Physical,Fighting,Battle,Melee,, 1 Target,,3,4d12+16,The user lowers their Speed 1 Combat Stage.,,,,,,,,"Melee, 1 Target",Cool - 2d4 - Slow Set,
0,Karate Chop,Physical,Fighting,At-Will,Melee,, 1 Target,,2,2d8+6,Karate Chop is a Critical Hit on 17-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Tough - 3d4 - No Effect,
0,Low Sweep,Physical,Fighting,EOT,Melee,, 1 Target,,2,2d10+8,Lowers the target’s Speed 1 Combat Stage.,,,,,,,,"Melee, 1 Target",Tough - 3d4 - No Effect,
0,Revenge,Physical,Fighting,Battle,Melee,, 1 Target,,2,2d10+8,"If the target damaged Revenge’s user on their last turn, during the same round of combat, deal 4d12+16 instead for Damage Dice Roll.",,,,,,,,"Melee, 1 Target",Tough - 2d4 - Final Appeal,
0,Reversal,Physical,Fighting,EOT,Melee,, 1 Target,,2,See Effect,"If the user has more than 70% of its total HP, use 1d10+5 for Damage Dice Roll. If the user has more than 36% of its total HP, use 2d10+10. If the user has more than 21% of its total HP, use 3d10+10. If the user has more than 6% of its total HP, use 4d10+10. If the user has 1-5% of its total HP, use 5d10+20.",,,,,,,,"Melee, 1 Target",Cool - 2d4 - Final Appeal,
0,Rock Smash,Physical,Fighting,EOT,Melee,, 1 Target,,2,1d12+6,Rock Smash lowers the target’s Defense 1 Combat Stage on 17-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Tough - 2d4 - Round Ender,
0,Secret Sword2,Special,Fighting,Battle,Ranged (15),, 1 Target,,2,3d12+14,"When calculating damage, the target must use their Defense against Secret Sword.",,,,,,,,"Ranged (15), 1 Target",Cool - 3d4 - No Effect,
0,Seismic Toss,Physical,Fighting,Center,Melee,, 1 Target,,2,-,The target loses HP equal to the level of Seismic Toss’ user. Do not apply weakness or resistance. Do not apply stats.,,,,,,,,"Melee, 1 Target",Tough - 3d4 - No Effect,
0,Storm Throw,Physical,Fighting,Battle,Melee,, 1 Target,,2,20,Storm Throw is a Critical Hit.,,,,,,,,"Melee, 1 Target",Cool - 3d4 - No Effect,
0,Wake-Up Slap,Physical,Fighting,Battle,Melee,, 1 Target,,2,2d8+6,"If the target is Asleep, Wake-Up Slap does 4d12+16 instead for Damage Dice Roll and cures the target of Sleep.",,,,,,,,"Melee, 1 Target",Smart - None - Inversed Appeal,
0,Blue Flare,Special,Fire,Center,Ranged (10),, 1 Target,,5,5d12+22,Blue Flare Burns the target on 17-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target",Beauty - 3d4 - No Effect,
0,Ember,Special,Fire,At-Will,Ranged (8),, 1 Target,,2,1d12+6,Ember Burns the target on 18-20 during Accuracy Check. *Grants: Firestarter,,,,,,,,"Ranged (8), 1 Target",Beauty - 3d4 - No Effect,
0,Fire Fang,Physical,Fire,EOT,Melee ,, 1 Target,,3,3d8+10,"Fire Fang Burns or Flinches on 18-19 during Accuracy Check; flip a coin to determine whether the foe gets Burned or Flinches. On 20 during Accuracy Check, the foe is Burned and Flinches.",,,,18,,Flinches,,"Melee , 1 Target",Beauty - 3d4 - No Effect,
0,Fire Punch,Physical,Fire,EOT,Melee,, 1 Target,,2,3d10+12,Fire Punch Burns the target on 19-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target",Beauty - 2d4 - Round Starter,
0,Flame Charge,Physical,Fire,EOT,Melee,, 1 Target,,2,2d8+6,Raise the user’s Speed 1 Combat Stage.,,,,,,,,"Melee, 1 Target",Tough - 2d4 - Excitement,
0,Incinerate,Special,Fire,EOT,Ranged (6),, 1 Target,,2,1d10+4,"If the target is holding a Berry, the Berry is destroyed, without its ability activating.",,,,,,,,"Ranged (6), 1 Target",Beauty - 3d4 - No Effect,
0,Lava Plume,Special,Fire,EOT,Ranged (6),, 1 Target,,2,3d10+12,Lava Plume Burns the target on 16-20 during Accuracy Check.,,,,,,,,"Ranged (6), 1 Target",Tough - 2d4 - Round Starter,
0,Searing Shot,Special,Fire,Center,Ranged (10),, 1 Target,,2,4d12+16,Searing Shot Burns the Target on 15-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target",Beauty - 2d4 - Round Starter,
0,Will-O-Wisp,Effect,Fire,Battle,Ranged (10),, 1 Target,,4,-,The target is Burned.,,,,,,,,"Ranged (10), 1 Target",Beauty - None - Round starter,
0,Acrobatics,Physical,Flying,Battle,Melee,, 1 Target,,2,2d10+8,"If the user is not holding an item, Acrobatics deals 4d12+16 instead for Damage Dice Roll.",,,,,,,,"Melee, 1 Target",Smart - 2d4 - Incentives,
0,Air Cutter,Special,Flying,At-Will,Ranged (8),, 1 Target,,2,2d10+8,Air Cutter is a Critical Hit on 18-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target",Cool - 3d4 - No Effect,
0,Air Slash,Special,Flying,EOT,Ranged (8),, 1 Target,,3,3d10+12,Air Slash Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Ranged (8), 1 Target",Cool - 2d4 - Round Starter,
0,Gust,Special,Flying,At-Will,Ranged (10),, 1 Target,,2,1d12+6,"If the target is airborne as a result of Fly or Sky Drop, Gust can hit them, ignoring Range and deals 2d12+16 for its Damage Dice Roll instead. *Grants: Guster",,,,,,,,"Ranged (10), 1 Target",Smart - 3d4 - No Effect,
0,Mirror Move,Effect,Flying,Center,Ranged (15),, 1 Target,,0,See Effect,Use the Move the target has used on their last turn. You may choose new targets for the Move. Mirror Move cannot miss.,,,,,,,,"Ranged (15), 1 Target",Smart - 2d4 - Final Appeal,
0,Peck,Physical,Flying,At-Will,Melee,, 1 Target,,2,1d12+6,-,,,,,,,,"Melee, 1 Target",Cool - 3d4 - No Effect,
0,Pluck,Physical,Flying,EOT,Melee,, 1 Target,,2,2d10+8,"If the target is holding a Berry, Pluck deals an additional 2d10 during Damage Dice Roll and Pluck destroys the Berry then Pluck’s user uses the Berry’s effect.",,,,,,,,"Melee, 1 Target",Cute - None - Attention Grabber,
